Red_giant_type 2MASS_Identifier TEFF logg log_Fe/H_number_abundance log_alpha/Fe_number_abundance ln_stellar_mass ln_stellar_age chi2 Galactocentric_radius TEFF_ERR Uncertainty_in_log(g) Uncertainty_in_[Fe/H] Uncertainty_in_[a/Fe] Uncertainty_in_logM Uncertainty_in_logAge
I  2M21421499+4257439 4759.14 3.08   0.021  0.1    1.5560e-01  2.3024e+00  1.14   8.34   5.169 0.009 0.004 0.003 0.017 0.051
I  2M21421509+4252357 4684.73 2.74   0.003  0.066  4.2910e-02  2.3372e+00  1.23   8.75   4.836 0.011 0.004 0.004 0.02  0.061
I  2M21421684+4137118 4508.23 2.07  -0.055  0.121  2.6769e-01  1.5273e+00  1.51  10.44   3.599 0.014 0.004 0.004 0.029 0.088
I  2M21421957+4213373 4710.64 2.77  -0.108  0.196  1.5679e-01  1.8132e+00  0.61   8.07   2.75  0.006 0.002 0.002 0.011 0.032
I  2M21422180+4119475 4806.76 2.45   0.013  0.064  1.5882e-01  1.6497e+00  1.39   8.73   5.009 0.012 0.004 0.004 0.027 0.08 
I  2M21422545+4220176 4509.64 2.36   0.235  0.048  4.4045e-01  1.2558e+00  0.75   8.04   1.754 0.007 0.002 0.002 0.015 0.045
I  2M21422592+4348341 4652.84 2.54  -0.339  0.236 -5.6450e-02  2.4744e+00  1.47   9.04   4.62  0.012 0.004 0.003 0.019 0.056
I  2M21423029+4338116 4810.7  2.88   0.155  0.055  7.2649e-01  4.6815e-01  1.21   8.4    5.807 0.012 0.004 0.003 0.025 0.071
I  2M21423036+4326410 4511.81 1.93  -0.018  0.007  7.4658e-01  1.3917e-01  0.86   8.53   1.816 0.007 0.002 0.002 0.015 0.046
I  2M21423499+4340182 4237.76 1.62  -0.166  0.055  3.0777e-01  1.4710e+00  1.16   9.84   1.599 0.008 0.002 0.003 0.014 0.045
I  2M21423613+4341044 4339.34 1.69  -0.137  0.053  5.8735e-01  4.5237e-01  0.78   8.55   1.389 0.006 0.002 0.002 0.013 0.038
I  2M21423713+4317255 4505.54 2.23   0.165  0.034  7.4453e-01  2.3660e-01  0.58   8.16   1.475 0.006 0.001 0.002 0.013 0.039
I  2M21423813+4317002 4894.22 2.49  -0.159  0.047  2.6130e-02  2.0061e+00  1.19   8.35   5.327 0.013 0.005 0.004 0.022 0.062
I  2M21423824+4318250 4750.53 2.55   0.274  0.039  4.6677e-01  1.5284e+00  0.67   8.07   2.663 0.007 0.002 0.002 0.018 0.046
I  2M21423881+4348215 4910.9  2.42  -0.348  0.11   1.5006e-01  1.4733e+00  0.96   8.87   5.58  0.013 0.005 0.004 0.025 0.07 
I  2M21424177+4132110 4972.85 3.08   0.008  0.08   8.6919e-01 -2.4781e-01  2.26   8.28  11.925 0.019 0.008 0.005 0.033 0.096
I  2M21424191+4305462 4696.84 2.32  -0.243  0.193 -1.0920e-01  2.4499e+00  1.12   8.59   3.742 0.011 0.003 0.003 0.018 0.049
I  2M21424265+4239096 4850.51 3.23  -0.037  0.163  1.8660e-02  2.4503e+00  1.68   8.45   7.767 0.011 0.005 0.003 0.018 0.053
I  2M21424542+4317412 4623.03 2.19  -0.252  0.064  4.1280e-01  9.9506e-01  1.02  10.04   3.784 0.013 0.004 0.004 0.027 0.08 
I  2M21424559+4217032 5023.45 2.72  -0.235  0.119  7.7060e-02  1.7719e+00  2.37   8.66  10.688 0.026 0.009 0.009 0.051 0.143
I  2M21424601+4251422 4938.55 3.03  -0.142  0.083  4.3983e-01  1.0772e+00  1.06   8.71   8.04  0.012 0.005 0.004 0.023 0.069
I  2M21424657+4248311 5013.53 2.99   0.065  0.005  8.4436e-01 -1.3930e-01  0.36   8.01   3.126 0.006 0.002 0.001 0.011 0.03 
I  2M21424870+4128028 5077.06 2.85   0.106  0.003  9.2884e-01 -4.2520e-01  0.42   8.0    2.947 0.007 0.002 0.001 0.012 0.034
I  2M21425188+4343488 4588.96 2.29  -0.186  0.153  8.5536e-01 -4.3433e-01  1.65   9.1    3.594 0.013 0.004 0.003 0.02  0.054
I  2M21425446+4324435 4535.94 2.46   0.279  0.041  6.9794e-01  5.9565e-01  0.78   8.1    1.822 0.007 0.002 0.002 0.015 0.045
I  2M21425504+4110187 4290.76 1.78   0.006  0.002  4.9181e-01  1.0721e+00  0.65   8.12   1.191 0.006 0.001 0.002 0.011 0.035
I  2M21425643+4111565 4245.4  1.64   0.01   0.078  4.2174e-01  1.1364e+00  0.91   8.1    1.3   0.006 0.002 0.002 0.012 0.037
I  2M21430231+4158535 4906.96 2.95  -0.373  0.123  2.3825e-01  1.4775e+00  1.33   8.21   8.214 0.013 0.005 0.004 0.018 0.054
I  2M21430247+4129274 4788.19 2.49   0.06   0.066 -1.4317e-01  2.5802e+00  1.98   9.02   6.067 0.015 0.005 0.004 0.024 0.07 
I  2M21430261+4345038 4423.63 2.34   0.077  0.059  1.4847e-01  2.2885e+00  1.09   8.56   2.138 0.008 0.002 0.003 0.015 0.046
I  2M21430545+4154482 5070.36 2.9   -0.084  0.039  8.6448e-01 -3.1723e-01  0.58   8.02   3.805 0.009 0.003 0.002 0.014 0.039
I  2M21430923+4158354 4324.71 1.71  -0.129  0.058  1.5436e-01  1.8570e+00  1.95  10.89   2.719 0.012 0.003 0.004 0.023 0.073
I  2M21431071+4147259 4832.73 2.46   0.12   0.046  3.4850e-02  2.0108e+00  1.34   8.25   4.639 0.012 0.004 0.003 0.021 0.062
I  2M21431219+4323167 4158.57 1.62   0.008  0.049  1.3925e-01  2.1049e+00  1.26  10.61   1.502 0.007 0.002 0.003 0.013 0.041
I  2M21431371+4321162 4588.24 2.26  -0.576  0.255  8.5690e-02  1.9032e+00  1.04  12.27   3.735 0.013 0.004 0.003 0.018 0.055
I  2M21431465+4254394 4594.26 2.41   0.01   0.072  3.9781e-01  1.2005e+00  0.88   8.96   2.932 0.01  0.003 0.003 0.022 0.068
I  2M21431757+4338124 4364.57 2.02   0.167  0.042  4.6776e-01  1.1340e+00  0.98   8.88   1.598 0.007 0.002 0.002 0.015 0.047
I  2M21432292+4302137 4551.72 2.6    0.227  0.052  2.0147e-01  2.1528e+00  0.95   8.5    2.455 0.008 0.002 0.002 0.016 0.047
I  2M21432303+4346008 4830.11 3.25   0.227  0.054  1.1004e-01  2.6853e+00  1.03   8.1    4.714 0.007 0.003 0.002 0.013 0.039
I  2M21432565+4324437 4630.17 2.73   0.122  0.053  4.2952e-01  1.6259e+00  1.19   8.29   3.424 0.009 0.003 0.003 0.02  0.062
I  2M21432706+4255142 4726.21 2.31  -0.472  0.083  4.7117e-01  5.9963e-01  0.88   8.65   3.694 0.011 0.003 0.003 0.015 0.043
I  2M21432746+4146304 4861.56 2.58  -0.137  0.077  5.8172e-01  4.3194e-01  1.0    8.41   5.797 0.014 0.005 0.004 0.026 0.074
I  2M21432773+4358482 4952.75 2.72  -0.105  0.026  8.6479e-01 -3.0610e-01  0.76   8.07   4.696 0.01  0.003 0.002 0.015 0.041
I  2M21432939+4116338 4986.68 2.34  -0.74   0.261  4.5100e-02  1.5565e+00  1.44   9.41   8.345 0.015 0.007 0.004 0.027 0.073
I  2M21432993+4316180 4979.54 3.01  -0.157  0.061  5.4947e-01  5.8642e-01  1.07   8.23   7.583 0.013 0.005 0.004 0.024 0.069
I  2M21433221+4203262 4900.41 3.14  -0.036  0.108  2.7495e-01  1.4839e+00  1.54   8.15   7.621 0.011 0.005 0.004 0.02  0.06 
I  2M21433225+4204467 4145.45 1.89   0.292  0.041  2.1263e-01  2.0609e+00  1.52   8.16   1.471 0.007 0.002 0.002 0.013 0.039
I  2M21433279+4143514 4483.7  1.91  -0.192  0.062  3.8520e-02  2.1249e+00  1.9   11.16   3.63  0.015 0.004 0.005 0.027 0.082
I  2M21433549+4137459 4735.69 2.43   0.181  0.05   2.2898e-01  1.6647e+00  0.55   8.14   2.398 0.007 0.002 0.002 0.015 0.043
I  2M21433590+4338245 4763.43 2.83   0.026  0.165  1.6632e-01  2.3741e+00  1.3    8.66   6.283 0.013 0.005 0.003 0.023 0.067
I  2M21433865+4356193 4826.44 2.97   0.109  0.034  4.8584e-01  1.2279e+00  0.9    8.15   4.583 0.008 0.003 0.002 0.017 0.052
I  2M21433915+4258434 4817.6  2.91   0.097  0.041  4.4040e-01  1.2882e+00  0.87   8.34   4.702 0.009 0.003 0.003 0.019 0.058
I  2M21434028+4325012 4910.63 3.16   0.228  0.049  4.8569e-01  1.4303e+00  1.1    8.13   6.151 0.01  0.004 0.003 0.021 0.062
I  2M21434213+4249216 4747.66 2.39  -0.012  0.068  7.2008e-01  1.4862e-01  0.57   8.32   2.562 0.008 0.002 0.002 0.016 0.046
I  2M21434334+4311364 4755.49 3.17   0.18   0.103  4.8180e-02  2.8615e+00  1.12   8.21   4.223 0.007 0.003 0.002 0.014 0.04 
I  2M21434538+4252266 4987.9  3.15  -0.235  0.074  4.2534e-01  1.0831e+00  0.98   8.4    7.393 0.011 0.005 0.004 0.021 0.06 
I  2M21434810+4304115 4845.67 3.11   0.035  0.067  1.2549e-01  2.2842e+00  0.97   8.25   5.185 0.008 0.004 0.003 0.014 0.042
I  2M21435008+4119333 4747.75 2.71  -0.46   0.216  8.3430e-02  1.9228e+00  0.55   8.11   3.321 0.007 0.003 0.002 0.01  0.03 
I  2M21435102+4348148 4778.97 2.79   0.061  0.06   6.2303e-01  6.4945e-01  0.95   8.19   4.114 0.009 0.003 0.003 0.019 0.057
I  2M21435492+4217292 4424.42 1.91  -0.249  0.073  1.6013e-01  1.7247e+00  2.52  10.63   3.459 0.015 0.004 0.005 0.028 0.089
I  2M21435605+4248083 4786.9  3.12   0.272  0.069  3.6070e-01  1.8327e+00  1.02   8.14   4.325 0.008 0.003 0.002 0.016 0.049
I  2M21440139+4306349 4954.89 2.76   0.232  0.0    1.0109e+00 -5.7884e-01  0.38   8.02   2.606 0.006 0.002 0.001 0.01  0.029
I  2M21440283+4201298 4399.71 1.72  -0.485  0.108  1.3398e-01  1.6251e+00  2.11  15.28   2.98  0.013 0.004 0.004 0.023 0.072
I  2M21440767+4306480 4776.76 2.26  -0.389  0.175 -1.8229e-01  2.4666e+00  0.58   8.34   3.322 0.008 0.003 0.002 0.013 0.036
I  2M21440792+4307010 4482.5  1.93  -0.315  0.1    2.4102e-01  1.3237e+00  0.95  10.99   2.315 0.009 0.003 0.003 0.019 0.058
I  2M21440921+4354126 4829.23 2.64   0.174  0.024  1.0022e+00 -5.1775e-01  0.8    8.07   3.255 0.008 0.003 0.002 0.015 0.041
I  2M21441040+4217542 4818.31 2.75  -0.369  0.129  9.6010e-02  1.7016e+00  1.66   8.43   7.898 0.015 0.006 0.005 0.022 0.064
I  2M21441604+4245335 4551.82 2.05  -0.274  0.093  4.7639e-01  6.8578e-01  0.89   9.45   2.392 0.009 0.002 0.003 0.019 0.055
I  2M21441624+4401319 4863.88 2.36  -0.388  0.136 -1.6551e-01  2.3799e+00  1.13   8.44   5.835 0.012 0.005 0.004 0.019 0.053
I  2M21441864+4329520 4969.63 3.18  -0.284  0.08   3.2348e-01  1.3608e+00  1.3    8.38   9.485 0.014 0.006 0.005 0.024 0.069
I  2M21442271+4219296 4893.48 2.44  -0.203  0.085  4.3615e-01  8.6837e-01  1.08   8.24   5.044 0.012 0.004 0.004 0.026 0.074
I  2M21442359+4306131 4955.08 3.0   -0.102  0.072  6.7475e-01  4.1923e-01  0.96   8.36   6.585 0.011 0.004 0.003 0.02  0.056
I  2M21442405+4130494 4833.15 3.13   0.001  0.07   2.4280e-02  2.5056e+00  1.1    8.19   6.584 0.01  0.004 0.003 0.016 0.049
I  2M21442685+4215043 4985.58 2.55  -0.319  0.095  3.9175e-01  9.2856e-01  1.47   8.41   7.705 0.018 0.006 0.005 0.037 0.104
I  2M21442722+4213068 4658.57 2.27  -0.145  0.197 -9.2670e-02  2.3364e+00  1.55   9.27   4.451 0.014 0.004 0.003 0.022 0.061
I  2M21443397+4239115 4602.57 2.4    0.046  0.011  5.0650e-01  9.6335e-01  0.35   8.08   1.548 0.005 0.001 0.001 0.012 0.035
I  2M21443610+4122132 4511.92 1.94  -0.387  0.115  1.2496e-01  1.7405e+00  1.12  10.19   3.158 0.012 0.004 0.004 0.024 0.073
I  2M21443691+4337415 4676.17 2.67   0.117  0.076  5.4884e-01  8.7758e-01  0.64   8.12   2.435 0.007 0.002 0.002 0.015 0.045
I  2M21443896+4155263 4501.64 2.01  -0.684  0.249  9.3360e-02  1.7167e+00  1.51  10.33   3.183 0.013 0.004 0.003 0.018 0.055
I  2M21443924+4114575 4208.92 1.68   0.059  0.002  5.2110e-01  1.0081e+00  0.58   8.1    0.976 0.005 0.001 0.001 0.009 0.03 
I  2M21444039+4137284 4353.57 2.07   0.202  0.045  3.6299e-01  1.5124e+00  0.81   8.34   1.451 0.006 0.001 0.002 0.013 0.041
I  2M21444039+4252028 4806.65 2.96  -0.084  0.073  1.3661e-01  2.1678e+00  0.89   8.26   5.014 0.008 0.004 0.003 0.015 0.044
I  2M21444240+4223373 4391.46 2.04   0.043  0.046  2.6502e-01  1.5694e+00  1.73   9.98   3.07  0.013 0.003 0.004 0.027 0.085
I  2M21444495+4304474 4629.02 2.43  -0.515  0.243  3.0080e-02  2.1186e+00  0.63   8.44   2.475 0.007 0.003 0.002 0.011 0.032
I  2M21444567+4320273 4333.62 1.7   -0.376  0.115  2.5083e-01  1.4718e+00  0.95   9.92   1.707 0.008 0.002 0.003 0.014 0.044
I  2M21444621+4324160 4568.74 2.29   0.031  0.065  7.6961e-01  1.1150e-02  0.96   8.58   2.325 0.009 0.002 0.002 0.018 0.05 
I  2M21444757+4154163 4634.6  2.27  -0.336  0.128  3.3703e-01  1.1959e+00  1.48  10.12   5.444 0.017 0.005 0.006 0.034 0.103
I  2M21444774+4229041 4637.73 2.44   0.039  0.158 -2.8100e-01  3.2083e+00  1.41   9.75   3.74  0.011 0.003 0.003 0.016 0.045
I  2M21444850+4144068 4561.64 2.17   0.223  0.06  -6.3150e-02  2.5452e+00  0.95   8.37   2.118 0.007 0.002 0.002 0.012 0.036
I  2M21444901+4323278 4667.01 2.88  -0.04   0.155  2.3133e-01  1.9484e+00  1.16   8.38   4.394 0.009 0.003 0.003 0.018 0.055
I  2M21445087+4400171 4923.12 3.16   0.023  0.099  1.2363e-01  2.3254e+00  1.16   8.22   7.999 0.011 0.005 0.004 0.021 0.06 
I  2M21445149+4135144 4761.92 2.57  -0.251  0.131  2.1458e-01  1.3867e+00  1.31   8.62   6.583 0.015 0.005 0.005 0.03  0.089
I  2M21445208+4400521 4334.69 1.59  -0.45   0.1    2.8270e-01  1.0605e+00  1.15  12.86   2.347 0.011 0.003 0.004 0.02  0.06 
I  2M21445735+4225445 4311.48 1.66  -0.13   0.084  1.1930e-02  2.2606e+00  1.53   9.69   2.084 0.009 0.002 0.003 0.016 0.05 
I  2M21450210+4400437 5026.02 2.97   0.132  0.012  1.0612e+00 -7.1342e-01  0.84   8.07   4.697 0.009 0.003 0.002 0.015 0.042
I  2M21450308+4210479 4806.2  3.14  -0.035  0.166  2.9440e-02  2.3526e+00  1.7    8.14   6.609 0.01  0.004 0.003 0.018 0.052
I  2M21450698+4301015 4887.23 2.42  -0.357  0.098  2.7095e-01  1.1890e+00  0.65   8.31   4.271 0.01  0.004 0.003 0.019 0.055
I  2M21450983+4342345 4918.33 3.09  -0.144  0.051  2.4460e-01  1.7265e+00  1.08   8.28   7.783 0.011 0.005 0.004 0.02  0.06 
I  2M21451194+4150182 4656.48 2.5    0.057  0.07   4.6429e-01  9.3266e-01  1.07   9.32   3.547 0.01  0.003 0.003 0.026 0.078
I  2M21451274+4305367 4875.86 3.23  -0.199  0.151  1.9500e-02  2.5926e+00  0.96   8.12   6.223 0.008 0.004 0.003 0.013 0.038
I  2M21451297+4327061 4744.99 2.93   0.22   0.079  2.7919e-01  2.1080e+00  1.28   8.48   5.395 0.011 0.004 0.003 0.023 0.068
I  2M21451301+4235005 4241.26 1.67   0.093  0.059 -3.3325e-01  3.4738e+00  1.03   8.5    1.439 0.006 0.002 0.002 0.009 0.027
I  2M21451353+4331593 4298.39 1.77  -0.156  0.147 -5.8700e-02  2.5817e+00  0.6    8.55   1.298 0.006 0.001 0.002 0.009 0.028
I  2M21451494+4300019 4282.38 2.01   0.223  0.024  1.9127e-01  2.1235e+00  1.15   9.93   1.749 0.008 0.002 0.002 0.015 0.046
I  2M21451924+4113469 4796.84 2.8   -0.284  0.095  1.3415e-01  1.8495e+00  1.34   8.24   6.503 0.012 0.005 0.004 0.019 0.057
I  2M21451978+4309005 4723.35 2.73  -0.112  0.098  1.7476e-01  1.9697e+00  0.93   8.87   4.91  0.011 0.004 0.004 0.021 0.063
I  2M21452074+4131278 4724.0  3.0    0.02   0.15  -3.2890e-02  2.5551e+00  3.6    8.9    9.72  0.019 0.007 0.006 0.032 0.094
I  2M21452543+4253131 4709.32 2.88   0.248  0.052  3.6188e-01  1.8845e+00  0.69   8.09   2.69  0.006 0.002 0.002 0.014 0.041
I  2M21452669+4341082 4901.7  3.09  -0.294  0.113  2.6100e-01  1.6805e+00  0.94   8.45   8.709 0.012 0.005 0.004 0.02  0.058
I  2M21452675+4335149 4269.06 1.61  -0.255  0.083  3.4462e-01  1.1591e+00  1.12  10.43   1.677 0.008 0.002 0.003 0.015 0.046
I  2M21452689+4315483 4669.44 2.61  -0.285  0.121  1.3373e-01  1.9797e+00  0.39   8.08   2.197 0.006 0.002 0.002 0.01  0.03 
I  2M21452727+4317000 4293.24 1.95   0.007  0.096  6.5090e-02  2.3363e+00  0.58   8.72   1.219 0.006 0.001 0.002 0.009 0.029
I  2M21452734+4207105 4848.13 2.88  -0.088  0.072  1.6284e-01  1.6111e+00  1.33   8.23   6.578 0.011 0.005 0.004 0.021 0.062
I  2M21452743+4212297 4386.92 1.67  -0.399  0.08   9.1340e-02  1.7488e+00  1.55  12.64   2.658 0.012 0.003 0.004 0.021 0.067
I  2M21452797+4242582 4948.82 3.21  -0.057  0.064  3.7466e-01  1.4253e+00  0.93   8.32   6.622 0.009 0.004 0.003 0.018 0.053
I  2M21453219+4343412 4979.95 3.2    0.12   0.036  7.4751e-01  4.5307e-01  0.98   8.08   5.802 0.009 0.004 0.002 0.018 0.051
I  2M21453298+4257100 4584.92 2.77   0.281  0.04   1.8616e-01  2.3101e+00  0.57   8.12   1.862 0.005 0.002 0.002 0.01  0.031
I  2M21453573+4254562 4544.3  2.14  -0.238  0.081  5.7500e-02  2.1441e+00  1.22  10.22   3.204 0.012 0.003 0.004 0.022 0.067
I  2M21453587+4130103 4692.54 2.38   0.195  0.078  7.2362e-01  2.1517e-01  1.34   8.74   3.576 0.011 0.003 0.003 0.026 0.077
I  2M21453689+4226375 4670.47 2.37  -0.38   0.2   -2.1000e-02  2.0687e+00  2.79  10.59   6.981 0.021 0.006 0.006 0.034 0.102
I  2M21454093+4157106 4604.6  2.67  -0.046  0.153  2.5300e-02  2.1759e+00  1.54   8.68   4.67  0.012 0.004 0.004 0.022 0.066
I  2M21454301+4247497 4830.18 3.02   0.125  0.059  4.4193e-01  1.3369e+00  0.92   8.27   4.873 0.009 0.003 0.003 0.018 0.054
I  2M21455240+4238255 4770.87 2.5    0.073  0.028  4.5605e-01  1.5578e+00  0.44   8.08   2.618 0.007 0.002 0.002 0.018 0.045
I  2M21455785+4137440 5001.2  2.8    0.16   0.004  8.5612e-01 -1.3082e-01  0.45   8.02   3.116 0.007 0.002 0.001 0.013 0.037
I  2M21455846+4318101 4822.84 3.1    0.108  0.059  1.1026e-01  2.3734e+00  0.93   8.25   4.957 0.008 0.003 0.003 0.014 0.042
I  2M21455903+4117584 4934.39 3.26  -0.046  0.099  3.7116e-01  1.2320e+00  3.29   8.33  16.417 0.021 0.01  0.008 0.043 0.126
I  2M21455917+4126547 4654.6  2.47  -0.454  0.243  2.1520e-02  2.0539e+00  1.41   9.35   5.187 0.014 0.005 0.003 0.022 0.064
I  2M21460462+4336291 4671.12 2.48  -0.25   0.084  2.7553e-01  1.4993e+00  1.03   8.67   4.509 0.012 0.004 0.004 0.024 0.072
I  2M21461578+4150470 4763.04 2.75   0.1    0.044  3.3892e-01  1.4034e+00  0.53   8.06   2.948 0.007 0.002 0.002 0.015 0.044
I  2M21461789+4311461 4772.88 2.25  -0.345  0.086  5.6750e-02  1.8766e+00  1.18   8.82   5.091 0.013 0.004 0.004 0.024 0.072
I  2M21462021+4226307 4920.98 2.97   0.111  0.064  3.2558e-01  1.1986e+00  2.41   8.26   8.565 0.015 0.006 0.004 0.032 0.096
I  2M21462177+4141442 4752.2  2.78  -0.474  0.234  1.5971e-01  1.7895e+00  1.68   8.53   7.083 0.014 0.006 0.004 0.02  0.059
I  2M21462505+4316347 4790.52 2.36  -0.242  0.1   -9.9980e-02  2.3024e+00  0.96   8.85   5.276 0.013 0.005 0.004 0.022 0.063
I  2M21462576+4200418 4474.07 1.75  -0.61   0.132  8.6620e-02  1.6650e+00  1.96  11.78   3.632 0.015 0.005 0.004 0.026 0.079
I  2M21462687+4240356 4730.41 2.47  -0.167  0.11   3.8151e-01  1.0688e+00  1.6    8.41   5.118 0.014 0.004 0.004 0.031 0.09 
I  2M21462793+4336381 5003.08 2.88   0.145  0.001  9.1492e-01 -3.1621e-01  0.45   8.03   3.225 0.007 0.002 0.001 0.012 0.034
I  2M21463374+4341277 4977.74 2.78   0.016  0.003  5.3347e-01  8.2310e-01  0.93   8.16   5.622 0.013 0.004 0.003 0.026 0.074
I  2M21463523+4335367 4603.07 2.68   0.013  0.114  9.1340e-02  2.5438e+00  1.0    8.37   3.017 0.008 0.002 0.003 0.016 0.046
I  2M21463845+4259173 4785.16 2.66  -0.198  0.072  3.5282e-01  1.2231e+00  0.9    8.26   4.555 0.01  0.004 0.003 0.019 0.055
I  2M21464370+4140044 4877.57 2.93   0.18   0.046  1.8276e-01  1.8560e+00  1.74   8.22   8.159 0.015 0.006 0.004 0.029 0.086
I  2M21464416+4219374 4927.06 2.7   -0.318  0.177  3.1958e-01  9.6911e-01  1.98   8.67  10.858 0.022 0.008 0.006 0.034 0.097
I  2M21464618+4141508 4647.94 2.14   0.002  0.047  4.5402e-01  9.6197e-01  1.08   8.73   3.129 0.01  0.003 0.003 0.027 0.083
I  2M21464789+4310298 4801.3  3.01   0.207  0.06   7.7209e-01  4.2941e-01  1.11   8.37   5.123 0.01  0.004 0.003 0.021 0.061
I  2M21464856+4250016 4537.41 2.41   0.258  0.033 -9.6000e-02  2.9640e+00  0.76   8.32   1.924 0.007 0.002 0.002 0.011 0.03 
I  2M21464939+4350172 4340.04 1.91   0.055  0.022  5.6810e-01  7.7206e-01  0.89   8.94   1.504 0.007 0.002 0.002 0.014 0.044
I  2M21464954+4339220 4651.58 2.36  -0.278  0.067 -1.5180e-02  2.2714e+00  1.03   9.0    4.694 0.014 0.004 0.004 0.022 0.069
I  2M21465090+4345497 4948.48 3.28  -0.123  0.084  1.3569e-01  2.2033e+00  0.75   8.05   4.926 0.007 0.003 0.002 0.012 0.034
I  2M21465225+4216104 4899.77 3.04   0.175  0.061  3.6295e-01  1.0640e+00  1.57   8.09   6.148 0.011 0.004 0.003 0.022 0.065
I  2M21465548+4125143 4272.41 1.71   0.031 -0.005  3.4384e-01  1.5242e+00  1.07   8.92   1.493 0.007 0.002 0.002 0.014 0.044
I  2M21465938+4315521 4743.8  2.77   0.13   0.024  6.1966e-01  7.1524e-01  0.69   8.13   3.015 0.007 0.002 0.002 0.016 0.047
I  2M21470032+4345532 4737.81 2.44  -0.311  0.052  3.4847e-01  1.2031e+00  0.96   8.57   4.572 0.013 0.004 0.003 0.021 0.06 
I  2M21470362+4330122 4808.35 2.27  -0.428  0.213 -2.9376e-01  2.6938e+00  1.05   9.07   7.279 0.016 0.006 0.004 0.022 0.063
I  2M21470375+4247467 4999.62 3.21  -0.046  0.049  4.1098e-01  1.2282e+00  0.97   8.18   7.16  0.01  0.005 0.003 0.022 0.065
I  2M21470425+4124518 4787.13 2.74  -0.349  0.112  8.7080e-02  1.9084e+00  0.75   8.17   4.537 0.009 0.003 0.003 0.013 0.04 
I  2M21470460+4153181 4903.93 3.16   0.108  0.074  1.3518e-01  2.0878e+00  1.33   8.26   7.562 0.011 0.005 0.003 0.021 0.062
I  2M21470560+4329570 4546.05 1.87  -0.373  0.084  6.6100e-03  1.9518e+00  1.09  11.71   4.426 0.016 0.005 0.005 0.03  0.091
I  2M21470613+4147380 4573.27 2.16  -0.232  0.115  2.8685e-01  1.3266e+00  1.36   8.9    3.421 0.012 0.003 0.004 0.026 0.081
I  2M21470888+4246475 4952.07 3.23  -0.399  0.13   1.9242e-01  1.7437e+00  1.0    8.37   7.868 0.012 0.005 0.004 0.017 0.049
I  2M21471084+4213324 4747.14 2.99   0.261  0.047  2.0116e-01  1.9362e+00  0.51   8.02   2.47  0.005 0.002 0.001 0.01  0.03 
I  2M21472296+4302314 4626.33 2.27  -0.227  0.075  4.7899e-01  8.0345e-01  0.94   9.01   3.422 0.012 0.003 0.004 0.024 0.071
I  2M21472483+4308307 4522.66 2.19   0.016  0.021  4.7480e-01  1.0102e+00  0.5    8.2    1.572 0.006 0.002 0.002 0.014 0.043
I  2M21472551+4119081 4579.5  2.06  -0.588  0.234  2.5591e-01  1.3326e+00  1.66  12.31   4.924 0.018 0.006 0.004 0.027 0.081
I  2M21472593+4120328 4812.17 2.5   -0.113  0.104  3.2262e-01  1.1941e+00  1.3    8.17   5.157 0.012 0.004 0.004 0.03  0.085
I  2M21472662+4128174 4770.18 2.32  -0.322  0.134  5.9109e-01  2.5015e-01  0.85   8.31   3.735 0.011 0.003 0.003 0.018 0.049
I  2M21472933+4147468 4951.75 3.17  -0.565  0.212  3.2125e-01  1.2674e+00  1.91   8.21   9.242 0.017 0.006 0.004 0.018 0.053
I  2M21473131+4325089 4176.86 1.71  -0.057  0.055  1.1362e-01  2.1998e+00  1.07   9.43   1.432 0.007 0.002 0.002 0.012 0.038
I  2M21473190+4158125 4171.48 1.43  -0.241  0.128  3.4396e-01  1.3200e+00  0.75   9.43   1.157 0.006 0.002 0.002 0.01  0.031
I  2M21474017+4336066 4869.04 2.45  -0.255  0.071  3.2371e-01  1.1664e+00  0.81   8.33   4.723 0.012 0.004 0.003 0.024 0.068
I  2M21475449+4328073 4925.88 3.1   -0.457  0.142  2.2786e-01  1.6421e+00  1.0    8.26   8.678 0.014 0.005 0.004 0.018 0.052
I  2M21475593+4230053 4964.8  2.81   0.147  0.035  8.6121e-01 -1.5016e-01  0.53   8.01   3.273 0.007 0.002 0.002 0.013 0.037
I  2M21480359+4151101 4560.52 2.14  -0.014  0.163 -2.0950e-02  2.2527e+00  0.83   8.4    2.011 0.007 0.002 0.002 0.012 0.034
I  2M21480830+4121355 4764.08 2.41  -0.178  0.152 -8.7660e-02  2.3460e+00  0.83   8.28   3.608 0.009 0.003 0.003 0.016 0.045
I  2M21481267+4310195 4944.86 2.49  -0.327  0.083  2.3316e-01  1.2811e+00  1.09   8.66   7.017 0.018 0.006 0.005 0.033 0.095
I  2M21481452+4141320 4745.03 2.34  -0.091  0.06   4.8533e-01  6.2796e-01  1.37   9.13   6.021 0.017 0.005 0.005 0.043 0.118
I  2M21482361+4212500 4701.11 2.36  -0.153  0.102  4.7505e-01  8.8579e-01  2.64   9.07   7.321 0.022 0.007 0.006 0.049 0.147
I  2M21482741+4252154 4108.24 1.46  -0.391  0.113  3.7864e-01  1.2578e+00  2.33   9.55   1.96  0.01  0.003 0.003 0.017 0.052
I  2M21482923+4307053 4913.57 3.06  -0.04   0.06   5.0318e-01  1.0329e+00  1.05   8.64   8.304 0.013 0.006 0.004 0.024 0.071
